1:	31817
2:	5580
3:	6517
4:	24487
5:	26512
6:	18023
7:	31123
8:	22047
9:	24834
10:	31832
11:	40441
12:	16589
13:	23022
14:	39827
15:	34851
16:	26594
17:	41045
18:	40000
19:	36733
20:	20454
21:	32759
22:	33841
23:	37415
24:	21750
25:	29321
26:	29200
27:	49758
28:	37021
29:	43286
30:	75494
31:	35887
32:	62841
33:	49864
34:	45573
35:	44031
Total:	1170369
